DredgeStn,GrabNo,GrabID,CRUISE,YEAR,MONTH,DAY,HOUR,MIN,LATDEG,LATMIN,LONGDEG,LONGMIN,LATDEC,LONGDEC,DEPTH,VALID,SAMPLE,SANDEELS,HISTORY
4,112,04/112,SEP04,2004,10,2,1,25,56,14.5,2,2.43,56.24,-2.04,41.5,Y,Y,2,SAMPLE
4,113,04/113,SEP04,2004,10,2,1,27,56,14.52,2,2.44,56.24,-2.04,40.8,Y,Y,2,SAMPLE
4,114,04/114,SEP04,2004,10,2,1,29,56,14.54,2,2.46,56.24,-2.04,41.2,Y,Y,4,SAMPLE
4,115,04/115,SEP04,2004,10,2,1,30,56,14.55,2,2.47,56.24,-2.04,41.7,Y,Y,7,SAMPLE
4,116,04/116,SEP04,2004,10,2,1,31,56,14.57,2,2.48,56.24,-2.04,41.2,Y,Y,5,SAMPLE
4,117,04/117,SEP04,2004,10,2,1,33,56,14.58,2,2.49,56.24,-2.04,41.3,Y,Y,2,SAMPLE
4,118,04/118,SEP04,2004,10,2,1,34,56,14.6,2,2.5,56.24,-2.04,42,Y,Y,1,SAMPLE
4,119,04/119,SEP04,2004,10,2,1,35,56,14.62,2,2.52,56.24,-2.04,41,Y,Y,4,SAMPLE
4,120,04/120,SEP04,2004,10,2,1,38,56,14.64,2,2.53,56.24,-2.04,41,Y,Y,0,SAMPLE
7,70,07/070,SEP04,2004,10,2,20,12,56,24.71,2,26.89,56.41,-2.45,30.3,Y,Y,0,SAMPLE
7,71,07/071,SEP04,2004,10,2,20,14,56,24.75,2,26.83,56.41,-2.45,28.9,Y,Y,1,SAMPLE
7,72,07/072,SEP04,2004,10,2,20,17,56,24.8,2,26.75,56.41,-2.45,29.4,Y,Y,1,SAMPLE
7,73,07/073,SEP04,2004,10,2,20,18,56,24.82,2,26.73,56.41,-2.44,29.3,Y,Y,0,SAMPLE
7,74,07/074,SEP04,2004,10,2,20,20,56,24.84,2,26.68,56.41,-2.44,29.3,Y,Y,0,SAMPLE
7,75,07/075,SEP04,2004,10,2,20,22,56,24.88,2,26.62,56.42,-2.44,29.5,Y,Y,0,SAMPLE
7,76,07/076,SEP04,2004,10,2,20,24,56,24.91,2,26.57,56.42,-2.44,29,Y,Y,0,SAMPLE
7,77,07/077,SEP04,2004,10,2,20,25,56,24.95,2,26.52,56.42,-2.44,29.5,Y,Y,0,SAMPLE
7,78,07/078,SEP04,2004,10,2,20,26,56,24.98,2,26.46,56.42,-2.44,29.8,Y,Y,0,SAMPLE
7,79,07/079,SEP04,2004,10,2,20,28,56,25.01,2,26.41,56.42,-2.44,29.4,Y,Y,0,SAMPLE
7,80,07/080,SEP04,2004,10,2,20,29,56,25.04,2,26.36,56.42,-2.44,28.9,Y,Y,0,SAMPLE
7,81,07/081,SEP04,2004,10,2,20,31,56,25.08,2,26.31,56.42,-2.44,29.2,Y,Y,0,SAMPLE
7,82,07/082,SEP04,2004,10,2,20,32,56,25.12,2,26.25,56.42,-2.44,29.1,Y,Y,0,SAMPLE
7,83,07/083,SEP04,2004,10,2,20,34,56,25.15,2,26.2,56.42,-2.44,29.2,Y,Y,0,SAMPLE
7,84,07/084,SEP04,2004,10,2,20,36,56,25.18,2,26.15,56.42,-2.44,29.1,Y,Y,0,SAMPLE
7,85,07/085,SEP04,2004,10,2,20,38,56,25.21,2,26.09,56.42,-2.44,28.8,Y,Y,0,SAMPLE
7,86,07/086,SEP04,2004,10,2,20,39,56,25.25,2,26.05,56.42,-2.43,29.1,Y,Y,1,SAMPLE
7,87,07/087,SEP04,2004,10,2,20,41,56,25.28,2,25.99,56.42,-2.43,28.9,Y,Y,0,SAMPLE
7,88,07/088,SEP04,2004,10,2,20,54,56,25.03,2,26.97,56.42,-2.45,29.4,Y,Y,1,SAMPLE
7,89,07/089,SEP04,2004,10,2,20,56,56,25.08,2,26.92,56.42,-2.45,29.6,Y,Y,0,SAMPLE
7,90,07/090,SEP04,2004,10,2,20,58,56,25.12,2,26.88,56.42,-2.45,29.4,Y,Y,1,SAMPLE
7,91,07/091,SEP04,2004,10,2,21,0,56,25.16,2,26.84,56.42,-2.45,30,Y,Y,0,SAMPLE
7,92,07/092,SEP04,2004,10,2,21,1,56,25.2,2,26.79,56.42,-2.45,29.4,Y,Y,0,SAMPLE
7,93,07/093,SEP04,2004,10,2,21,3,56,25.24,2,26.73,56.42,-2.45,29.6,Y,Y,0,SAMPLE
7,94,07/094,SEP04,2004,10,2,21,5,56,25.28,2,26.69,56.42,-2.44,29.7,Y,Y,0,SAMPLE
7,95,07/095,SEP04,2004,10,2,21,19,56,24.8,2,25.97,56.41,-2.43,28,N,N,,STONES
7,96,07/096,SEP04,2004,10,2,21,21,56,24.84,2,25.91,56.41,-2.43,27.1,N,N,,STONES
7,97,07/097,SEP04,2004,10,2,21,23,56,24.88,2,25.86,56.42,-2.43,27.4,N,N,,MISFIRE
7,98,07/098,SEP04,2004,10,2,21,25,56,24.95,2,25.78,56.42,-2.43,27.3,N,N,,STONES
7,99,07/099,SEP04,2004,10,2,21,26,56,24.99,2,25.73,56.42,-2.43,26.9,Y,Y,1,SAMPLE
7,100,07/100,SEP04,2004,10,2,21,28,56,25.03,2,25.67,56.42,-2.43,27.9,Y,Y,0,SAMPLE
7,101,07/101,SEP04,2004,10,2,21,30,56,25.07,2,25.6,56.42,-2.43,27.6,Y,Y,0,SAMPLE
7,102,07/102,SEP04,2004,10,2,21,31,56,25.11,2,25.54,56.42,-2.43,27.6,Y,Y,1,SAMPLE
7,103,07/103,SEP04,2004,10,2,21,33,56,25.16,2,25.48,56.42,-2.42,27.7,Y,Y,0,SAMPLE
7,104,07/104,SEP04,2004,10,2,21,35,56,25.2,2,25.42,56.42,-2.42,27.9,Y,Y,0,SAMPLE
7,105,07/105,SEP04,2004,10,2,21,46,56,24.77,2,25.6,56.41,-2.43,27.7,N,N,,SCRAPING
7,106,07/106,SEP04,2004,10,2,21,48,56,24.82,2,25.54,56.41,-2.43,28.6,N,N,,MISFIRE
7,107,07/107,SEP04,2004,10,2,21,49,56,24.84,2,25.5,56.41,-2.42,28.4,N,N,,STONES
7,108,07/108,SEP04,2004,10,2,21,50,56,24.87,2,25.44,56.41,-2.42,28.1,Y,Y,0,SAMPLE
8,60,08/060,SEP04,2004,10,3,0,14,56,24.83,1,59.37,56.41,-1.99,47.8,Y,Y,0,SAMPLE
8,61,08/061,SEP04,2004,10,3,0,16,56,24.86,1,59.33,56.41,-1.99,47.4,Y,Y,0,SAMPLE
8,62,08/062,SEP04,2004,10,3,0,19,56,24.91,1,59.27,56.42,-1.99,46.7,Y,Y,0,SAMPLE
8,63,08/063,SEP04,2004,10,3,0,21,56,24.94,1,59.24,56.42,-1.99,466.2,Y,Y,0,SAMPLE
8,64,08/064,SEP04,2004,10,3,0,24,56,24.97,1,59.18,56.42,-1.99,47.2,Y,Y,0,SAMPLE
8,65,08/065,SEP04,2004,10,3,0,26,56,25.01,1,59.14,56.42,-1.99,46.5,Y,Y,0,SAMPLE
8,66,08/066,SEP04,2004,10,3,0,28,56,25.04,1,59.1,56.42,-1.98,46,Y,Y,0,SAMPLE
8,67,08/067,SEP04,2004,10,3,0,30,56,25.07,1,59.05,56.42,-1.98,46,Y,Y,0,SAMPLE
8,68,08/068,SEP04,2004,10,3,0,32,56,25.1,1,59,56.42,-1.98,45.7,Y,Y,0,SAMPLE
8,69,08/069,SEP04,2004,10,3,0,34,56,25.14,1,58.96,56.42,-1.98,45.8,Y,Y,0,SAMPLE
8,70,08/070,SEP04,2004,10,3,0,37,56,25.16,1,58.9,56.42,-1.98,45.3,Y,Y,0,SAMPLE
8,71,08/071,SEP04,2004,10,3,0,39,56,25.19,1,58.86,56.42,-1.98,45.2,Y,Y,0,SAMPLE
8,72,08/072,SEP04,2004,10,3,0,42,56,25.23,1,58.81,56.42,-1.98,45,Y,Y,0,SAMPLE
8,73,08/073,SEP04,2004,10,3,0,52,56,24.82,1,58.77,56.41,-1.98,45.9,Y,Y,0,SAMPLE
8,74,08/074,SEP04,2004,10,3,0,54,56,24.83,1,58.71,56.41,-1.98,45.5,Y,Y,0,SAMPLE
8,75,08/075,SEP04,2004,10,3,0,56,56,24.85,1,58.67,56.41,-1.98,44.8,Y,Y,0,SAMPLE
8,76,08/076,SEP04,2004,10,3,0,59,56,24.87,1,58.64,56.41,-1.98,44.8,Y,Y,0,SAMPLE
8,77,08/077,SEP04,2004,10,3,1,2,56,24.9,1,58.58,56.42,-1.98,44.4,Y,Y,0,SAMPLE
8,78,08/078,SEP04,2004,10,3,1,5,56,24.92,1,58.54,56.42,-1.98,44.8,Y,Y,0,SAMPLE
8,79,08/079,SEP04,2004,10,3,1,7,56,24.94,1,58.52,56.42,-1.98,44.4,Y,Y,0,SAMPLE
8,80,08/080,SEP04,2004,10,3,1,9,56,24.96,1,58.47,56.42,-1.97,44.9,Y,Y,0,SAMPLE
8,81,08/081,SEP04,2004,10,3,1,11,56,24.99,1,58.44,56.42,-1.97,44.2,Y,Y,0,SAMPLE
8,82,08/082,SEP04,2004,10,3,1,13,56,25,1,58.4,56.42,-1.97,44.8,Y,Y,0,SAMPLE
8,83,08/083,SEP04,2004,10,3,1,15,56,25.02,1,58.37,56.42,-1.97,44.6,Y,Y,0,SAMPLE
8,84,08/084,SEP04,2004,10,3,1,17,56,25.04,1,58.32,56.42,-1.97,44.7,Y,Y,0,SAMPLE
8,85,08/085,SEP04,2004,10,3,1,19,56,25.06,1,58.29,56.42,-1.97,44.7,Y,Y,0,SAMPLE
8,86,08/086,SEP04,2004,10,3,1,20,56,25.08,1,58.26,56.42,-1.97,43.5,Y,Y,0,SAMPLE
8,87,08/087,SEP04,2004,10,3,1,24,56,25.1,1,58.2,56.42,-1.97,44.1,Y,Y,0,SAMPLE
8,88,08/088,SEP04,2004,10,3,1,26,56,25.13,1,58.17,56.42,-1.97,43.7,Y,Y,0,SAMPLE
8,89,08/089,SEP04,2004,10,3,1,28,56,25.13,1,58.13,56.42,-1.97,44.7,Y,Y,0,SAMPLE
8,90,08/090,SEP04,2004,10,3,1,30,56,25.15,1,58.1,56.42,-1.97,43.7,Y,Y,0,SAMPLE
8,91,08/091,SEP04,2004,10,3,1,32,56,25.17,1,58.06,56.42,-1.97,43.4,Y,Y,0,SAMPLE
8,92,08/092,SEP04,2004,10,3,1,34,56,25.19,1,58.02,56.42,-1.97,44.2,Y,Y,0,SAMPLE
8,93,08/093,SEP04,2004,10,3,1,36,56,25.2,1,57.99,56.42,-1.97,44.3,N,N,,MISFIRE
9,50,09/050,SEP04,2004,9,29,23,0,56,27.69,1,42.93,56.46,-1.72,49.1,Y,Y,0,SAMPLE
9,51,09/051,SEP04,2004,9,29,23,4,56,27.74,1,42.94,56.46,-1.72,49,Y,Y,0,SAMPLE
9,52,09/052,SEP04,2004,9,29,23,6,56,27.78,1,42.96,56.46,-1.72,48.9,Y,Y,0,SAMPLE
9,53,09/053,SEP04,2004,9,29,23,8,56,27.81,1,42.97,56.46,-1.72,49.2,Y,Y,0,SAMPLE
9,54,09/054,SEP04,2004,9,29,23,10,56,27.85,1,42.98,56.46,-1.72,48.9,Y,Y,0,SAMPLE
9,55,09/055,SEP04,2004,9,29,23,12,56,27.88,1,42.99,56.46,-1.72,49.3,Y,Y,0,SAMPLE
9,56,09/056,SEP04,2004,9,29,23,14,56,27.91,1,43,56.46,-1.72,48.6,Y,Y,0,SAMPLE
9,57,09/057,SEP04,2004,9,29,23,16,56,27.95,1,43.01,56.47,-1.72,49.3,Y,Y,0,SAMPLE
9,58,09/058,SEP04,2004,9,29,23,18,56,27.98,1,43.03,56.47,-1.72,48.9,Y,Y,0,SAMPLE
9,59,09/059,SEP04,2004,9,29,23,27,56,27.66,1,43.39,56.46,-1.72,45.6,Y,Y,1,SAMPLE
9,60,09/060,SEP04,2004,9,29,23,29,56,27.7,1,43.39,56.46,-1.72,45.9,Y,Y,0,SAMPLE
9,61,09/061,SEP04,2004,9,29,23,31,56,27.73,1,43.4,56.46,-1.72,45.8,Y,Y,1,SAMPLE
9,62,09/062,SEP04,2004,9,29,23,33,56,27.75,1,43.42,56.46,-1.72,46.1,Y,Y,0,SAMPLE
9,63,09/063,SEP04,2004,9,29,23,35,56,27.78,1,43.45,56.46,-1.72,45.8,Y,Y,0,SAMPLE
9,64,09/064,SEP04,2004,9,29,23,37,56,27.81,1,43.48,56.46,-1.72,45.9,Y,Y,0,SAMPLE
9,65,09/065,SEP04,2004,9,29,23,39,56,27.83,1,43.5,56.46,-1.72,45.6,Y,Y,0,SAMPLE
9,66,09/066,SEP04,2004,9,29,23,41,56,27.86,1,43.53,56.46,-1.73,45.8,N,N,,SCRAPING
9,67,09/067,SEP04,2004,9,29,23,43,56,27.89,1,43.57,56.46,-1.73,45.8,Y,Y,0,SAMPLE
9,68,09/068,SEP04,2004,9,29,23,4,56,27.91,1,43.59,56.46,-1.73,46.1,Y,Y,0,SAMPLE
9,69,09/069,SEP04,2004,9,29,23,47,56,27.94,1,43.61,56.47,-1.73,46.2,Y,Y,0,SAMPLE
9,70,09/070,SEP04,2004,9,29,23,49,56,27.95,1,43.64,56.47,-1.73,46.2,Y,Y,0,SAMPLE
9,71,09/071,SEP04,2004,9,29,23,56,56,27.66,1,43.77,56.46,-1.73,44.3,Y,Y,0,SAMPLE
9,72,09/072,SEP04,2004,9,29,23,58,56,27.68,1,43.77,56.46,-1.73,44.3,Y,Y,0,SAMPLE
9,73,09/073,SEP04,2004,9,30,0,0,56,27.67,1,43.78,56.46,-1.73,45.4,N,N,,MISFIRE
9,74,09/074,SEP04,2004,9,30,0,2,56,27.72,1,43.8,56.46,-1.73,44.4,Y,Y,0,SAMPLE
9,75,09/075,SEP04,2004,9,30,0,4,56,27.74,1,43.83,56.46,-1.73,44.4,Y,Y,1,SAMPLE
9,76,09/076,SEP04,2004,9,30,0,6,56,27.75,1,43.84,56.46,-1.73,44.5,Y,Y,1,SAMPLE
9,77,09/077,SEP04,2004,9,30,0,8,56,27.77,1,43.85,56.46,-1.73,44.9,N,N,,MISFIRE
9,78,09/078,SEP04,2004,9,30,0,10,56,27.79,1,43.87,56.46,-1.73,45.1,Y,Y,0,SAMPLE
9,79,09/079,SEP04,2004,9,30,0,12,56,27.8,1,43.88,56.46,-1.73,45.1,Y,Y,0,SAMPLE
9,80,09/080,SEP04,2004,9,30,0,14,56,27.82,1,43.9,56.46,-1.73,45.1,Y,Y,2,SAMPLE
9,81,09/081,SEP04,2004,9,30,0,20,56,27.95,1,44.29,56.47,-1.74,48.9,Y,Y,0,SAMPLE
9,82,09/082,SEP04,2004,9,30,0,22,56,27.96,1,44.31,56.47,-1.74,49.2,Y,Y,0,SAMPLE
9,83,09/083,SEP04,2004,9,30,0,24,56,27.98,1,44.33,56.47,-1.74,49.3,Y,Y,0,SAMPLE
9,84,09/084,SEP04,2004,9,30,0,30,56,27.76,1,44.44,56.46,-1.74,49.9,Y,Y,0,SAMPLE
9,85,09/085,SEP04,2004,9,30,0,32,56,27.77,1,44.48,56.46,-1.74,50.5,Y,Y,0,SAMPLE
9,86,09/086,SEP04,2004,9,30,0,34,56,27.77,1,44.49,56.46,-1.74,50.1,Y,Y,0,SAMPLE
9,87,09/087,SEP04,2004,9,30,0,36,56,27.78,1,44.5,56.46,-1.74,50,Y,Y,0,SAMPLE
9,88,09/088,SEP04,2004,9,30,0,38,56,27.79,1,44.51,56.46,-1.74,51,Y,Y,0,SAMPLE
9,89,09/089,SEP04,2004,9,30,0,39,56,27.8,1,44.53,56.46,-1.74,51.2,Y,Y,0,SAMPLE
9,90,09/090,SEP04,2004,9,30,0,41,56,27.81,1,44.55,56.46,-1.74,51.2,Y,Y,0,SAMPLE
9,91,09/091,SEP04,2004,9,30,0,47,56,27.62,1,44.68,56.46,-1.74,50.7,Y,Y,0,SAMPLE
9,92,09/092,SEP04,2004,9,30,0,49,56,27.62,1,44.7,56.46,-1.74,51,Y,Y,0,SAMPLE
9,93,09/093,SEP04,2004,9,30,0,50,56,27.62,1,44.7,56.46,-1.74,51.3,Y,Y,0,SAMPLE
9,94,09/094,SEP04,2004,9,30,0,53,56,27.66,1,44.72,56.46,-1.74,52.1,Y,Y,0,SAMPLE
9,95,09/095,SEP04,2004,9,30,0,55,56,27.64,1,44.75,56.46,-1.75,51.8,Y,Y,0,SAMPLE
9,96,09/096,SEP04,2004,9,30,0,57,56,27.64,1,44.77,56.46,-1.75,52.5,Y,Y,0,SAMPLE
9,97,09/097,SEP04,2004,9,30,0,59,56,27.64,1,44.78,56.46,-1.75,51.7,Y,Y,0,SAMPLE
5,1,05/001,NOV10,2010,11,25,21,49,56,15.56,2,1.29,56.26,-2.02,39,Y,Y,11,
5,2,05/002,NOV10,2010,11,25,21,53,56,15.54,2,1.32,56.26,-2.02,39,Y,Y,5,
5,3,05/003,NOV10,2010,11,25,22,0,56,15.51,2,1.38,56.26,-2.02,38,Y,Y,7,
5,4,05/004,NOV10,2010,11,25,22,3,56,15.5,2,1.41,56.26,-2.02,39,N,N,,
5,5,05/005,NOV10,2010,11,25,22,8,56,15.47,2,1.46,56.26,-2.02,39,Y,Y,15,
5,6,05/006,NOV10,2010,11,25,22,10,56,15.46,2,1.47,56.26,-2.02,38,Y,Y,9,
5,7,05/007,NOV10,2010,11,25,22,14,56,15.46,2,1.5,56.26,-2.03,38,Y,Y,13,
5,8,05/008,NOV10,2010,11,25,22,22,56,15.52,2,0.97,56.26,-2.02,39,Y,Y,10,
5,9,05/009,NOV10,2010,11,25,22,25,56,15.51,2,1.02,56.26,-2.02,40,Y,Y,10,
5,10,05/010,NOV10,2010,11,25,22,29,56,15.5,2,1.06,56.26,-2.02,38,Y,Y,6,
5,11,05/011,NOV10,2010,11,25,22,32,56,15.48,2,1.11,56.26,-2.02,40,Y,Y,8,
5,12,05/012,NOV10,2010,11,25,22,35,56,15.46,2,1.16,56.26,-2.02,39,Y,Y,18,
5,13,05/013,NOV10,2010,11,25,22,38,56,15.44,2,1.21,56.26,-2.02,39,Y,Y,8,
5,14,05/014,NOV10,2010,11,25,22,41,56,15.43,2,1.26,56.26,-2.02,39,Y,Y,14,
5,15,05/015,NOV10,2010,11,25,22,44,56,15.42,2,1.3,56.26,-2.02,40,Y,Y,14,
5,16,05/016,NOV10,2010,11,25,22,48,56,15.41,2,1.36,56.26,-2.02,38,Y,Y,13,
5,17,05/017,NOV10,2010,11,25,22,56,56,15.4,2,0.96,56.26,-2.02,38,Y,Y,14,
5,18,05/018,NOV10,2010,11,25,22,59,56,15.39,2,1.03,56.26,-2.02,38,Y,Y,7,
5,19,05/019,NOV10,2010,11,25,23,2,56,15.38,2,1.06,56.26,-2.02,38,Y,Y,9,
5,20,05/020,NOV10,2010,11,25,23,5,56,15.36,2,1.11,56.26,-2.02,39,Y,Y,6,
5,21,05/021,NOV10,2010,11,25,23,8,56,15.35,2,1.16,56.26,-2.02,38,N,N,,
5,22,05/022,NOV10,2010,11,25,23,10,56,15.34,2,1.2,56.26,-2.02,39,Y,Y,4,
5,23,05/023,NOV10,2010,11,25,23,13,56,15.32,2,1.25,56.26,-2.02,39,Y,Y,15,
5,24,05/024,NOV10,2010,11,25,23,16,56,15.31,2,1.3,56.26,-2.02,38,Y,Y,20,
5,25,05/025,NOV10,2010,11,25,23,19,56,15.29,2,1.35,56.25,-2.02,39,Y,Y,9,
5,26,05/026,NOV10,2010,11,25,23,26,56,15.21,2,1.14,56.25,-2.02,38,Y,Y,6,
5,27,05/027,NOV10,2010,11,25,23,29,56,15.19,2,1.2,56.25,-2.02,38,Y,Y,13,
5,28,05/028,NOV10,2010,11,25,23,32,56,15.17,2,1.25,56.25,-2.02,39,Y,Y,20,
5,29,05/029,NOV10,2010,11,25,23,35,56,15.15,2,1.3,56.25,-2.02,39,Y,Y,10,
5,30,05/030,NOV10,2010,11,25,23,38,56,15.12,2,1.36,56.25,-2.02,39,Y,Y,23,
5,31,05/031,NOV10,2010,11,25,23,41,56,15.1,2,1.43,56.25,-2.02,39,Y,Y,14,
5,32,05/032,NOV10,2010,11,25,23,45,56,15.07,2,1.48,56.25,-2.02,39,Y,Y,10,
5,33,05/033,NOV10,2010,11,25,23,48,56,15.04,2,1.54,56.25,-2.03,39,Y,Y,24,
5,34,05/034,NOV10,2010,11,25,23,51,56,15.02,2,1.58,56.25,-2.03,39,Y,Y,21,
5,35,05/035,NOV10,2010,11,25,23,54,56,14.99,2,1.63,56.25,-2.03,39,Y,Y,12,
4,36,04/036,NOV10,2010,11,27,17,34,56,14.95,2,2.1,56.25,-2.04,44,Y,Y,15,
4,37,04/037,NOV10,2010,11,27,17,37,56,14.86,2,2.17,56.25,-2.04,43,Y,Y,21,
4,38,04/038,NOV10,2010,11,27,17,40,56,14.79,2,2.22,56.25,-2.04,42,Y,Y,6,
4,39,04/039,NOV10,2010,11,27,17,44,56,14.71,2,2.28,56.25,-2.04,44,Y,Y,11,
4,40,04/040,NOV10,2010,11,27,17,47,56,14.64,2,2.34,56.24,-2.04,43,Y,Y,14,
4,41,04/041,NOV10,2010,11,27,17,51,56,14.56,2,2.4,56.24,-2.04,42,Y,Y,14,
4,42,04/042,NOV10,2010,11,27,17,54,56,14.48,2,2.43,56.24,-2.04,42,Y,Y,13,
4,43,04/043,NOV10,2010,11,27,17,57,56,14.41,2,2.49,56.24,-2.04,43,Y,Y,5,
4,44,04/044,NOV10,2010,11,27,18,7,56,14.75,2,2.52,56.25,-2.04,44,Y,Y,6,
4,45,04/045,NOV10,2010,11,27,18,9,56,14.69,2,2.55,56.24,-2.04,44,Y,Y,0,
4,46,04/046,NOV10,2010,11,27,18,12,56,14.61,2,2.58,56.24,-2.04,44,N,N,,
4,47,04/047,NOV10,2010,11,27,18,15,56,14.56,2,2.62,56.24,-2.04,44,Y,Y,11,
4,48,04/048,NOV10,2010,11,27,18,18,56,14.48,2,2.67,56.24,-2.04,43,Y,Y,9,
4,49,04/049,NOV10,2010,11,27,18,21,56,14.41,2,2.72,56.24,-2.05,42,Y,Y,11,
4,50,04/050,NOV10,2010,11,27,18,24,56,14.33,2,2.76,56.24,-2.05,42,Y,Y,7,
4,51,04/051,NOV10,2010,11,27,18,35,56,14.96,2,1.92,56.25,-2.03,43,Y,Y,17,
4,52,04/052,NOV10,2010,11,27,18,38,56,14.9,2,1.98,56.25,-2.03,44,N,N,,
4,53,04/053,NOV10,2010,11,27,18,41,56,14.82,2,2.03,56.25,-2.03,43,Y,Y,9,
4,54,04/054,NOV10,2010,11,27,18,45,56,14.74,2,2.07,56.25,-2.03,43,Y,Y,15,
4,55,04/055,NOV10,2010,11,27,18,49,56,14.66,2,2.12,56.24,-2.04,44,Y,Y,11,
4,56,04/056,NOV10,2010,11,27,18,56,56,14.56,2,2.79,56.24,-2.05,44,Y,Y,7,
4,57,04/057,NOV10,2010,11,27,19,0,56,14.49,2,2.85,56.24,-2.05,44,Y,Y,4,
4,58,04/058,NOV10,2010,11,27,19,3,56,14.42,2,2.9,56.24,-2.05,43,Y,Y,7,
4,59,04/059,NOV10,2010,11,27,19,6,56,14.34,2,2.95,56.24,-2.05,42,Y,Y,10,
4,60,04/060,NOV10,2010,11,27,19,9,56,14.28,2,2.98,56.24,-2.05,40,Y,Y,6,
4,61,04/061,NOV10,2010,11,27,19,12,56,14.2,2,3,56.24,-2.05,40,Y,Y,6,
3,62,03/062,NOV10,2010,11,27,19,15,56,14.14,2,3.04,56.24,-2.05,41,Y,Y,0,
3,63,03/063,NOV10,2010,11,27,19,18,56,14.07,2,3.06,56.23,-2.05,41,Y,Y,8,
3,64,03/064,NOV10,2010,11,27,19,21,56,14.01,2,3.08,56.23,-2.05,40,Y,Y,18,
3,65,03/065,NOV10,2010,11,27,19,24,56,13.94,2,3.12,56.23,-2.05,41,Y,Y,7,
3,66,03/066,NOV10,2010,11,27,19,27,56,13.87,2,3.16,56.23,-2.05,40,Y,Y,0,
3,67,03/067,NOV10,2010,11,27,19,30,56,13.8,2,3.19,56.23,-2.05,40,Y,Y,0,
3,68,03/068,NOV10,2010,11,27,19,33,56,13.74,2,3.23,56.23,-2.05,40,Y,Y,2,
3,69,03/069,NOV10,2010,11,27,19,36,56,13.67,2,3.26,56.23,-2.05,40,N,N,,
3,70,03/070,NOV10,2010,11,27,19,39,56,13.6,2,3.31,56.23,-2.06,39,Y,Y,5,
3,71,03/071,NOV10,2010,11,27,19,42,56,13.54,2,3.34,56.23,-2.06,39,N,N,,
3,72,03/072,NOV10,2010,11,27,19,45,56,13.49,2,3.38,56.22,-2.06,38,Y,Y,1,
3,73,03/073,NOV10,2010,11,27,19,48,56,13.43,2,3.42,56.22,-2.06,38,Y,Y,1,
3,74,03/074,NOV10,2010,11,27,19,51,56,13.36,2,3.45,56.22,-2.06,38,Y,Y,1,
3,75,03/075,NOV10,2010,11,27,19,55,56,13.29,2,3.5,56.22,-2.06,38,Y,Y,1,
3,76,03/076,NOV10,2010,11,27,19,58,56,13.23,2,3.52,56.22,-2.06,40,Y,Y,11,
3,77,03/077,NOV10,2010,11,27,20,9,56,13.87,2,3,56.23,-2.05,40,Y,Y,10,
3,78,03/078,NOV10,2010,11,27,20,12,56,13.81,2,3.05,56.23,-2.05,40,Y,Y,5,
3,79,03/079,NOV10,2010,11,27,20,15,56,13.76,2,3.08,56.23,-2.05,38,Y,Y,5,
3,80,03/080,NOV10,2010,11,27,20,18,56,13.71,2,3.14,56.23,-2.05,39,Y,Y,0,
3,81,03/081,NOV10,2010,11,27,20,20,56,13.66,2,3.19,56.23,-2.05,38,Y,Y,15,
3,82,03/082,NOV10,2010,11,27,20,24,56,13.61,2,3.23,56.23,-2.05,39,Y,Y,8,
3,83,03/083,NOV10,2010,11,27,20,27,56,13.56,2,3.27,56.23,-2.05,38,Y,Y,2,
3,84,03/084,NOV10,2010,11,27,20,30,56,13.5,2,3.32,56.23,-2.06,38,Y,Y,6,
3,85,03/085,NOV10,2010,11,27,20,37,56,13.81,2,3.34,56.23,-2.06,39,Y,Y,13,
3,86,03/086,NOV10,2010,11,27,20,40,56,13.77,2,3.39,56.23,-2.06,39,N,N,,
3,87,03/087,NOV10,2010,11,27,20,43,56,13.73,2,3.42,56.23,-2.06,39,Y,Y,5,
3,88,03/088,NOV10,2010,11,27,20,46,56,13.69,2,3.48,56.23,-2.06,39,Y,Y,5,
3,89,03/089,NOV10,2010,11,27,20,49,56,13.65,2,3.53,56.23,-2.06,38,N,N,,
3,90,03/090,NOV10,2010,11,27,20,52,56,13.6,2,3.57,56.23,-2.06,38,Y,Y,7,
3,91,03/091,NOV10,2010,11,27,20,54,56,13.57,2,3.62,56.23,-2.06,39,Y,Y,9,
3,92,03/092,NOV10,2010,11,27,20,57,56,13.53,2,3.67,56.23,-2.06,39,Y,Y,7,
3,93,03/093,NOV10,2010,11,27,21,0,56,13.49,2,3.72,56.22,-2.06,38,Y,Y,1,
3,1,03/001,MAR11,2011,3,17,20,13,56,13.44,2,3.55,56.22,-2.06,41,Y,Y,8,
3,2,03/002,MAR11,2011,3,17,20,16,56,13.44,2,3.52,56.22,-2.06,43,Y,Y,1,
3,3,03/003,MAR11,2011,3,17,20,19,56,13.45,2,3.49,56.22,-2.06,42,Y,Y,0,
3,4,03/004,MAR11,2011,3,17,20,23,56,13.45,2,3.46,56.22,-2.06,42,Y,Y,4,
3,5,03/005,MAR11,2011,3,17,20,25,56,13.46,2,3.42,56.22,-2.06,42,Y,Y,2,
3,6,03/006,MAR11,2011,3,17,20,29,56,13.46,2,3.39,56.22,-2.06,42,Y,Y,0,
3,7,03/007,MAR11,2011,3,17,20,31,56,13.47,2,3.36,56.22,-2.06,42,Y,Y,6,
3,8,03/008,MAR11,2011,3,17,20,34,56,13.48,2,3.33,56.22,-2.06,42,Y,Y,2,
