DredgeStn,GrabNo,GrabID,CRUISE,YEAR,MONTH,DAY,HOUR,MIN,LATDEG,LATMIN,LONGDEG,LONGMIN,LATDEC,LONGDEC,DEPTH,VALID,SAMPLE,SANDEELS,HISTORY
3,9,03/009,MAR11,2011,3,17,20,42,56,13.55,2,3.68,56.23,-2.06,42,Y,Y,1,
3,10,03/010,MAR11,2011,3,17,20,45,56,13.54,2,3.66,56.23,-2.06,42,Y,Y,1,
3,11,03/011,MAR11,2011,3,17,20,48,56,13.54,2,3.62,56.23,-2.06,42,Y,Y,2,
3,12,03/012,MAR11,2011,3,17,20,51,56,13.53,2,3.59,56.23,-2.06,42,Y,Y,9,
3,13,03/013,MAR11,2011,3,17,20,54,56,13.53,2,3.55,56.23,-2.06,42,Y,Y,4,
3,14,03/014,MAR11,2011,3,17,20,56,56,13.52,2,3.52,56.23,-2.06,42,Y,Y,0,
3,15,03/015,MAR11,2011,3,17,20,59,56,13.51,2,3.49,56.23,-2.06,42,Y,Y,0,
3,16,03/016,MAR11,2011,3,17,21,2,56,13.5,2,3.45,56.22,-2.06,42,Y,Y,1,
3,17,03/017,MAR11,2011,3,17,21,5,56,13.48,2,3.42,56.22,-2.06,42,Y,Y,1,
3,18,03/018,MAR11,2011,3,17,21,12,56,13.76,2,3.49,56.23,-2.06,42,Y,Y,0,
3,19,03/019,MAR11,2011,3,17,21,15,56,13.74,2,3.46,56.23,-2.06,42,Y,Y,0,
3,20,03/020,MAR11,2011,3,17,21,18,56,13.72,2,3.43,56.23,-2.06,42,Y,Y,0,
3,21,03/021,MAR11,2011,3,17,21,20,56,13.7,2,3.4,56.23,-2.06,42,Y,Y,5,
3,22,03/022,MAR11,2011,3,17,21,23,56,13.68,2,3.37,56.23,-2.06,43,Y,Y,3,
3,23,03/023,MAR11,2011,3,17,21,26,56,13.67,2,3.34,56.23,-2.06,43,Y,Y,1,
3,24,03/024,MAR11,2011,3,17,21,29,56,13.65,2,3.31,56.23,-2.06,43,Y,Y,3,
3,25,03/025,MAR11,2011,3,17,21,31,56,13.64,2,3.27,56.23,-2.05,43,Y,Y,5,
3,26,03/026,MAR11,2011,3,17,21,34,56,13.61,2,3.23,56.23,-2.05,42,Y,Y,2,
3,27,03/027,MAR11,2011,3,17,21,37,56,13.59,2,3.21,56.23,-2.05,43,Y,Y,0,
3,28,03/028,MAR11,2011,3,17,21,46,56,13.88,2,3.2,56.23,-2.05,43,Y,Y,0,
3,29,03/029,MAR11,2011,3,17,21,49,56,13.86,2,3.17,56.23,-2.05,43,Y,Y,0,
3,30,03/030,MAR11,2011,3,17,21,52,56,13.84,2,3.13,56.23,-2.05,43,Y,Y,0,
3,31,03/031,MAR11,2011,3,17,21,54,56,13.82,2,3.09,56.23,-2.05,44,Y,Y,8,
3,32,03/032,MAR11,2011,3,17,21,57,56,13.8,2,3.06,56.23,-2.05,44,Y,Y,4,
3,33,03/033,MAR11,2011,3,17,22,0,56,13.77,2,3.02,56.23,-2.05,43,Y,Y,0,
4,34,04/034,MAR11,2011,3,17,22,13,56,14.48,2,2.81,56.24,-2.05,47,Y,Y,6,
4,35,04/035,MAR11,2011,3,17,22,16,56,14.45,2,2.77,56.24,-2.05,46,Y,Y,4,
4,36,04/036,MAR11,2011,3,17,22,19,56,14.42,2,2.74,56.24,-2.05,47,Y,Y,3,
4,37,04/037,MAR11,2011,3,17,22,22,56,14.4,2,2.7,56.24,-2.04,47,Y,Y,17,
4,38,04/038,MAR11,2011,3,17,22,24,56,14.37,2,2.65,56.24,-2.04,46,Y,Y,2,
4,39,04/039,MAR11,2011,3,17,22,27,56,14.34,2,2.62,56.24,-2.04,47,Y,Y,2,
4,40,04/040,MAR11,2011,3,17,22,37,56,14.6,2,2.59,56.24,-2.04,48,Y,Y,1,
4,41,04/041,MAR11,2011,3,17,22,40,56,14.57,2,2.56,56.24,-2.04,48,Y,Y,0,
4,42,04/042,MAR11,2011,3,17,22,43,56,14.53,2,2.52,56.24,-2.04,48,Y,Y,1,
4,43,04/043,MAR11,2011,3,17,22,46,56,14.49,2,2.48,56.24,-2.04,48,Y,Y,1,
4,44,04/044,MAR11,2011,3,17,22,49,56,14.46,2,2.44,56.24,-2.04,48,Y,Y,4,
4,45,04/045,MAR11,2011,3,17,22,52,56,14.41,2,2.4,56.24,-2.04,48,Y,Y,19,
4,46,04/046,MAR11,2011,3,17,23,0,56,14.75,2,2.42,56.25,-2.04,48,Y,Y,6,
4,47,04/047,MAR11,2011,3,17,23,3,56,14.7,2,2.38,56.25,-2.04,48,Y,Y,8,
4,48,04/048,MAR11,2011,3,17,23,6,56,14.66,2,2.33,56.24,-2.04,47,Y,Y,6,
4,49,04/049,MAR11,2011,3,17,23,9,56,14.61,2,2.28,56.24,-2.04,48,Y,Y,2,
4,50,04/050,MAR11,2011,3,17,23,12,56,14.57,2,2.23,56.24,-2.04,48,Y,Y,1,
4,51,04/051,MAR11,2011,3,17,23,15,56,14.52,2,2.18,56.24,-2.04,48,Y,Y,1,
4,52,04/052,MAR11,2011,3,17,23,23,56,14.84,2,2.18,56.25,-2.04,48,Y,Y,16,
4,53,04/053,MAR11,2011,3,17,23,26,56,14.79,2,2.14,56.25,-2.04,48,Y,Y,13,
4,54,04/054,MAR11,2011,3,17,23,28,56,14.74,2,2.09,56.25,-2.03,48,Y,Y,13,
4,55,04/055,MAR11,2011,3,17,23,31,56,14.69,2,2.04,56.24,-2.03,48,Y,Y,1,
4,56,04/056,MAR11,2011,3,17,23,35,56,14.64,2,2,56.24,-2.03,48,Y,Y,12,
4,57,04/057,MAR11,2011,3,17,23,37,56,14.59,2,1.95,56.24,-2.03,48,Y,Y,2,
5,58,05/058,MAR11,2011,3,17,23,49,56,15.23,2,1.69,56.25,-2.03,48,Y,Y,9,
5,59,05/059,MAR11,2011,3,17,23,53,56,15.18,2,1.63,56.25,-2.03,48,Y,Y,13,
5,60,05/060,MAR11,2011,3,17,23,55,56,15.13,2,1.6,56.25,-2.03,49,Y,Y,2,
5,61,05/061,MAR11,2011,3,17,23,58,56,15.08,2,1.55,56.25,-2.03,49,Y,Y,0,
5,62,05/062,MAR11,2011,3,18,0,1,56,15.02,2,1.5,56.25,-2.02,49,Y,Y,0,
5,63,05/063,MAR11,2011,3,18,0,4,56,14.96,2,1.45,56.25,-2.02,49,Y,Y,2,
5,64,05/064,MAR11,2011,3,18,0,7,56,14.92,2,1.4,56.25,-2.02,49,Y,Y,1,
5,65,05/065,MAR11,2011,3,18,0,19,56,15.48,2,1.48,56.26,-2.02,48,Y,Y,12,
5,66,05/066,MAR11,2011,3,18,0,21,56,15.43,2,1.44,56.26,-2.02,48,Y,Y,12,
5,67,05/067,MAR11,2011,3,18,0,24,56,15.38,2,1.39,56.26,-2.02,48,Y,Y,4,
5,68,05/068,MAR11,2011,3,18,0,27,56,15.33,2,1.34,56.26,-2.02,48,Y,Y,3,
5,69,05/069,MAR11,2011,3,18,0,30,56,15.28,2,1.29,56.25,-2.02,48,Y,Y,4,
5,70,05/070,MAR11,2011,3,18,0,33,56,15.24,2,1.24,56.25,-2.02,49,Y,Y,15,
5,71,05/071,MAR11,2011,3,18,0,36,56,15.18,2,1.19,56.25,-2.02,48,Y,Y,18,
5,72,05/072,MAR11,2011,3,18,0,39,56,15.13,2,1.14,56.25,-2.02,49,Y,Y,5,
5,73,05/073,MAR11,2011,3,18,0,49,56,15.63,2,1.32,56.26,-2.02,49,Y,Y,11,
5,74,05/074,MAR11,2011,3,18,0,52,56,15.58,2,1.26,56.26,-2.02,49,Y,Y,7,
5,75,05/075,MAR11,2011,3,18,0,55,56,15.52,2,1.21,56.26,-2.02,49,Y,Y,0,
5,76,05/076,MAR11,2011,3,18,0,58,56,15.47,2,1.16,56.26,-2.02,49,Y,Y,2,
5,77,05/077,MAR11,2011,3,18,1,1,56,15.42,2,1.11,56.26,-2.02,49,Y,Y,9,
5,78,05/078,MAR11,2011,3,18,1,4,56,15.36,2,1.05,56.26,-2.02,48,Y,Y,16,
5,79,05/079,MAR11,2011,3,18,1,7,56,15.31,2,1,56.26,-2.02,49,Y,Y,5,
5,80,05/080,MAR11,2011,3,18,1,15,56,15.68,2,1.11,56.26,-2.02,49,Y,Y,3,
5,81,05/081,MAR11,2011,3,18,1,18,56,15.64,2,1.05,56.26,-2.02,50,Y,Y,5,
5,82,05/082,MAR11,2011,3,18,1,21,56,15.59,2,1,56.26,-2.02,50,Y,Y,6,
5,83,05/083,MAR11,2011,3,18,1,24,56,15.53,2,0.95,56.26,-2.02,50,Y,Y,8,
5,84,05/084,MAR11,2011,3,18,1,27,56,15.48,2,0.89,56.26,-2.01,50,Y,Y,9,
3,1,003/001,NOV11,2011,11,28,21,25,56,13.81,2,3.56,56.23,-2.06,16,Y,Y,3,SAMPLE
3,2,003/002,NOV11,2011,11,28,21,27,56,13.9,2,3.54,56.23,-2.06,42,Y,Y,8,SAMPLE
3,3,003/003,NOV11,2011,11,28,21,31,56,14,2,3.55,56.23,-2.06,43,Y,Y,1,SAMPLE
3,4,003/004,NOV11,2011,11,28,21,33,56,14.08,2,3.52,56.23,-2.06,42,Y,Y,0,SAMPLE
3,5,003/005,NOV11,2011,11,28,21,36,56,14.17,2,3.5,56.24,-2.06,42,Y,Y,3,SAMPLE
3,6,003/006,NOV11,2011,11,28,21,39,56,14.25,2,3.49,56.24,-2.06,13,Y,Y,5,SAMPLE
3,7,003/007,NOV11,2011,11,28,21,54,56,13.42,2,3.28,56.22,-2.05,16,Y,Y,3,SAMPLE
3,8,003/008,NOV11,2011,11,28,21,57,56,13.5,2,3.28,56.22,-2.05,42,Y,Y,0,SAMPLE
3,9,003/009,NOV11,2011,11,28,21,59,56,13.58,2,3.28,56.23,-2.05,41,Y,Y,0,SAMPLE
3,10,003/010,NOV11,2011,11,28,22,2,56,13.67,2,3.29,56.23,-2.05,42,Y,Y,7,SAMPLE
3,11,003/011,NOV11,2011,11,28,22,4,56,13.75,2,3.28,56.23,-2.05,42,Y,Y,3,SAMPLE
3,12,003/012,NOV11,2011,11,28,22,7,56,13.84,2,3.26,56.23,-2.05,42,Y,Y,1,SAMPLE
3,13,003/013,NOV11,2011,11,28,22,10,56,13.92,2,3.27,56.23,-2.05,42,Y,Y,1,SAMPLE
3,14,003/014,NOV11,2011,11,28,22,12,56,14,2,3.27,56.23,-2.05,42,Y,Y,1,SAMPLE
3,15,003/015,NOV11,2011,11,28,22,15,56,14.08,2,3.28,56.23,-2.05,42,Y,Y,1,SAMPLE
3,16,003/016,NOV11,2011,11,28,22,17,56,14.16,2,3.28,56.24,-2.05,44,Y,Y,4,SAMPLE
3,17,003/017,NOV11,2011,11,28,22,19,56,14.23,2,3.31,56.24,-2.06,44,Y,Y,4,SAMPLE
3,18,003/018,NOV11,2011,11,28,22,33,56,13.35,2,2.93,56.22,-2.05,42,Y,Y,0,SAMPLE
3,19,003/019,NOV11,2011,11,28,22,35,56,13.42,2,2.96,56.22,-2.05,43,Y,Y,2,SAMPLE
3,20,003/020,NOV11,2011,11,28,22,38,56,13.5,2,2.97,56.22,-2.05,42,Y,Y,0,SAMPLE
3,21,003/021,NOV11,2011,11,28,22,40,56,13.57,2,2.96,56.23,-2.05,42,Y,Y,4,SAMPLE
3,22,003/022,NOV11,2011,11,28,22,43,56,13.66,2,2.97,56.23,-2.05,42,Y,Y,0,SAMPLE
3,23,003/023,NOV11,2011,11,28,22,46,56,13.74,2,2.98,56.23,-2.05,42,Y,Y,2,SAMPLE
3,24,003/024,NOV11,2011,11,28,22,48,56,13.81,2,3.01,56.23,-2.05,43,Y,Y,1,SAMPLE
3,25,003/025,NOV11,2011,11,28,22,51,56,13.88,2,3.01,56.23,-2.05,43,Y,Y,1,SAMPLE
3,26,003/026,NOV11,2011,11,28,22,53,56,13.96,2,3.02,56.23,-2.05,43,Y,Y,2,SAMPLE
3,27,003/027,NOV11,2011,11,28,22,56,56,14.03,2,3.03,56.23,-2.05,43,N,N,-1,MISSFIRE
3,28,003/028,NOV11,2011,11,28,22,58,56,14.09,2,3.02,56.23,-2.05,43,Y,Y,1,SAMPLE
3,29,003/029,NOV11,2011,11,28,23,1,56,14.16,2,3.05,56.24,-2.05,43,Y,Y,0,SAMPLE
3,30,003/030,NOV11,2011,11,28,23,3,56,14.24,2,3.06,56.24,-2.05,44,Y,Y,1,SAMPLE
3,31,003/031,NOV11,2011,11,28,23,16,56,13.37,2,3.51,56.22,-2.06,42,Y,Y,1,SAMPLE
3,32,003/032,NOV11,2011,11,28,23,19,56,13.44,2,3.52,56.22,-2.06,43,Y,Y,4,SAMPLE
3,33,003/033,NOV11,2011,11,28,23,21,56,13.51,2,3.51,56.23,-2.06,42,N,N,-1,MISSFIRE
3,34,003/034,NOV11,2011,11,28,23,24,56,13.58,2,3.54,56.23,-2.06,42,N,N,-1,MISSFIRE
3,35,003/035,NOV11,2011,11,28,23,27,56,13.67,2,3.54,56.23,-2.06,42,Y,Y,0,SAMPLE
3,36,003/036,NOV11,2011,11,28,23,29,56,13.73,2,3.52,56.23,-2.06,43,Y,Y,5,SAMPLE
3,37,003/037,NOV11,2011,11,28,23,31,56,13.8,2,3.53,56.23,-2.06,42,Y,Y,1,SAMPLE
3,38,003/038,NOV11,2011,11,28,23,34,56,13.88,2,3.54,56.23,-2.06,42,Y,Y,7,SAMPLE
3,39,003/039,NOV11,2011,11,28,23,37,56,13.94,2,3.59,56.23,-2.06,42,Y,Y,1,SAMPLE
4,40,004/040,NOV11,2011,11,28,23,39,56,14.01,2,3.63,56.23,-2.06,43,Y,Y,5,SAMPLE
4,41,004/041,NOV11,2011,11,28,23,52,56,14.26,2,2.76,56.24,-2.05,45,Y,Y,3,SAMPLE
4,42,004/042,NOV11,2011,11,28,23,58,56,14.33,2,2.78,56.24,-2.05,46,Y,Y,3,SAMPLE
4,43,004/043,NOV11,2011,11,29,0,0,56,14.4,2,2.79,56.24,-2.05,46,Y,Y,5,SAMPLE
4,44,004/044,NOV11,2011,11,29,0,3,56,14.46,2,2.82,56.24,-2.05,47,Y,Y,11,SAMPLE
4,45,004/045,NOV11,2011,11,29,0,6,56,14.55,2,2.85,56.24,-2.05,48,Y,Y,3,SAMPLE
4,46,004/046,NOV11,2011,11,29,0,9,56,14.62,2,2.85,56.24,-2.05,48,Y,Y,5,SAMPLE
4,47,004/047,NOV11,2011,11,29,0,12,56,14.69,2,2.86,56.24,-2.05,48,Y,Y,2,SAMPLE
4,48,004/048,NOV11,2011,11,29,0,15,56,14.76,2,2.87,56.25,-2.05,49,Y,Y,0,SAMPLE
4,49,004/049,NOV11,2011,11,29,0,18,56,14.82,2,2.86,56.25,-2.05,50,Y,Y,0,SAMPLE
4,50,004/050,NOV11,2011,11,29,0,20,56,14.89,2,2.87,56.25,-2.05,49,Y,Y,0,SAMPLE
4,51,004/051,NOV11,2011,11,29,0,23,56,14.95,2,2.89,56.25,-2.05,50,Y,Y,0,SAMPLE
4,52,004/052,NOV11,2011,11,29,0,26,56,15.01,2,2.91,56.25,-2.05,50,Y,Y,0,SAMPLE
4,53,004/053,NOV11,2011,11,29,0,29,56,15.07,2,2.89,56.25,-2.05,50,Y,Y,0,SAMPLE
4,54,004/054,NOV11,2011,11,29,0,43,56,14.15,2,2.37,56.24,-2.04,45,Y,Y,2,SAMPLE
4,55,004/055,NOV11,2011,11,29,0,46,56,14.2,2,2.37,56.24,-2.04,45,Y,Y,3,SAMPLE
4,56,004/056,NOV11,2011,11,29,0,49,56,14.26,2,2.38,56.24,-2.04,45,Y,Y,4,SAMPLE
4,57,004/057,NOV11,2011,11,29,0,51,56,14.31,2,2.38,56.24,-2.04,45,Y,Y,2,SAMPLE
4,58,004/058,NOV11,2011,11,29,0,54,56,14.36,2,2.41,56.24,-2.04,46,Y,Y,3,SAMPLE
4,59,004/059,NOV11,2011,11,29,0,57,56,14.41,2,2.43,56.24,-2.04,46,Y,Y,0,SAMPLE
4,60,004/060,NOV11,2011,11,29,0,59,56,14.46,2,2.44,56.24,-2.04,46,Y,Y,2,SAMPLE
4,61,004/061,NOV11,2011,11,29,1,2,56,14.51,2,2.45,56.24,-2.04,47,Y,Y,1,SAMPLE
4,62,004/062,NOV11,2011,11,29,1,4,56,14.56,2,2.47,56.24,-2.04,46,Y,Y,1,SAMPLE
4,63,004/063,NOV11,2011,11,29,1,7,56,14.61,2,2.5,56.24,-2.04,47,Y,Y,1,SAMPLE
4,64,004/064,NOV11,2011,11,29,1,10,56,14.66,2,2.52,56.24,-2.04,47,Y,Y,2,SAMPLE
4,65,004/065,NOV11,2011,11,29,1,12,56,14.7,2,2.52,56.25,-2.04,48,N,N,-1,MISSFIRE
4,66,004/066,NOV11,2011,11,29,1,14,56,14.74,2,2.53,56.25,-2.04,49,Y,Y,0,SAMPLE
4,67,004/067,NOV11,2011,11,29,1,17,56,14.78,2,2.54,56.25,-2.04,48,Y,Y,1,SAMPLE
4,68,004/068,NOV11,2011,11,29,1,20,56,14.83,2,2.55,56.25,-2.04,48,Y,Y,0,SAMPLE
4,69,004/069,NOV11,2011,11,29,1,24,56,14.87,2,2.57,56.25,-2.04,48,Y,Y,0,SAMPLE
4,70,004/070,NOV11,2011,11,29,1,26,56,14.91,2,2.6,56.25,-2.04,49,Y,Y,0,SAMPLE
5,71,005/071,NOV11,2011,11,29,1,38,56,14.9,2,1.33,56.25,-2.02,48,Y,Y,0,SAMPLE
5,72,005/072,NOV11,2011,11,29,1,41,56,14.93,2,1.34,56.25,-2.02,48,Y,Y,1,SAMPLE
5,73,005/073,NOV11,2011,11,29,1,44,56,14.97,2,1.34,56.25,-2.02,48,Y,Y,2,SAMPLE
5,74,005/074,NOV11,2011,11,29,1,47,56,15.01,2,1.35,56.25,-2.02,48,Y,Y,0,SAMPLE
5,75,005/075,NOV11,2011,11,29,1,50,56,15.04,2,1.35,56.25,-2.02,48,Y,Y,0,SAMPLE
5,76,005/076,NOV11,2011,11,29,1,52,56,15.07,2,1.36,56.25,-2.02,48,N,N,-1,MISSFIRE
5,77,005/077,NOV11,2011,11,29,1,55,56,15.09,2,1.38,56.25,-2.02,49,Y,Y,0,SAMPLE
5,78,005/078,NOV11,2011,11,29,1,57,56,15.12,2,1.38,56.25,-2.02,49,Y,Y,1,SAMPLE
5,79,005/079,NOV11,2011,11,29,2,0,56,15.15,2,1.39,56.25,-2.02,49,Y,Y,2,SAMPLE
5,80,005/080,NOV11,2011,11,29,2,3,56,15.18,2,1.41,56.25,-2.02,48,Y,Y,1,SAMPLE
5,81,005/081,NOV11,2011,11,29,2,6,56,15.2,2,1.44,56.25,-2.02,48,Y,Y,1,SAMPLE
5,82,005/082,NOV11,2011,11,29,2,8,56,15.23,2,1.45,56.25,-2.02,48,Y,Y,2,SAMPLE
5,83,005/083,NOV11,2011,11,29,2,11,56,15.25,2,1.46,56.25,-2.02,48,Y,Y,3,SAMPLE
5,84,005/084,NOV11,2011,11,29,2,14,56,15.27,2,1.47,56.25,-2.02,49,Y,Y,2,SAMPLE
5,85,005/085,NOV11,2011,11,29,2,17,56,15.29,2,1.49,56.25,-2.02,48,Y,Y,1,SAMPLE
5,86,005/086,NOV11,2011,11,29,2,19,56,15.32,2,1.52,56.26,-2.03,48,Y,Y,3,SAMPLE
5,87,005/087,NOV11,2011,11,29,2,22,56,15.34,2,1.51,56.26,-2.03,48,Y,Y,1,SAMPLE
5,88,005/088,NOV11,2011,11,29,2,24,56,15.37,2,1.5,56.26,-2.02,47,Y,Y,0,SAMPLE
5,89,005/089,NOV11,2011,11,29,2,27,56,15.39,2,1.52,56.26,-2.03,48,Y,Y,0,SAMPLE
5,90,005/090,NOV11,2011,11,29,2,30,56,15.41,2,1.51,56.26,-2.03,47,Y,Y,0,SAMPLE
5,91,005/091,NOV11,2011,11,29,2,41,56,14.9,2,0.99,56.25,-2.02,49,Y,Y,0,SAMPLE
5,92,005/092,NOV11,2011,11,29,2,43,56,14.92,2,1,56.25,-2.02,49,Y,Y,3,SAMPLE
5,93,005/093,NOV11,2011,11,29,2,46,56,14.94,2,0.98,56.25,-2.02,48,Y,Y,1,SAMPLE
5,94,005/094,NOV11,2011,11,29,2,49,56,14.96,2,0.98,56.25,-2.02,49,Y,Y,2,SAMPLE
5,95,005/095,NOV11,2011,11,29,2,52,56,14.97,2,0.96,56.25,-2.02,49,Y,Y,2,SAMPLE
5,96,005/096,NOV11,2011,11,29,2,54,56,14.99,2,0.96,56.25,-2.02,49,Y,Y,2,SAMPLE
5,97,005/097,NOV11,2011,11,29,2,57,56,15,2,0.95,56.25,-2.02,51,Y,Y,0,SAMPLE
5,98,005/098,NOV11,2011,11,29,2,60,56,15.02,2,0.94,56.25,-2.02,49,Y,Y,0,SAMPLE
5,99,005/099,NOV11,2011,11,29,3,3,56,15.03,2,0.94,56.25,-2.02,50,Y,Y,1,SAMPLE
5,100,005/100,NOV11,2011,11,29,3,6,56,15.04,2,0.92,56.25,-2.02,49,Y,Y,0,SAMPLE
3,1,003/001,MAR12,2012,3,17,22,3,56,14.2,2,3.37,56.24,-2.06,-47.3,Y,Y,2,SAMPLE
3,2,003/002,MAR12,2012,3,17,22,6,56,14.18,2,3.39,56.24,-2.06,-46.9,Y,Y,0,SAMPLE
3,3,003/003,MAR12,2012,3,17,22,9,56,14.16,2,3.39,56.24,-2.06,-46.8,Y,Y,2,SAMPLE
3,4,003/004,MAR12,2012,3,17,22,12,56,14.14,2,3.39,56.24,-2.06,-46.7,Y,Y,3,SAMPLE
3,5,003/005,MAR12,2012,3,17,22,15,56,14.13,2,3.4,56.24,-2.06,-46.6,Y,Y,1,SAMPLE
3,6,003/006,MAR12,2012,3,17,22,18,56,14.11,2,3.4,56.24,-2.06,-46.8,Y,Y,0,SAMPLE
3,7,003/007,MAR12,2012,3,17,22,21,56,14.09,2,3.4,56.23,-2.06,-46.7,Y,Y,0,SAMPLE
3,8,003/008,MAR12,2012,3,17,22,24,56,14.07,2,3.41,56.23,-2.06,-46.7,Y,Y,0,SAMPLE
3,9,003/009,MAR12,2012,3,17,22,27,56,14.05,2,3.42,56.23,-2.06,-46.4,Y,Y,0,SAMPLE
3,10,003/010,MAR12,2012,3,17,22,29,56,14.03,2,3.42,56.23,-2.06,-45.4,Y,Y,0,SAMPLE
3,11,003/011,MAR12,2012,3,17,22,32,56,14.01,2,3.42,56.23,-2.06,-47.7,Y,Y,0,SAMPLE
3,12,003/012,MAR12,2012,3,17,22,35,56,13.98,2,3.44,56.23,-2.06,-20,Y,Y,1,SAMPLE
3,13,003/013,MAR12,2012,3,17,22,42,56,13.8,2,3.41,56.23,-2.06,-45.7,Y,Y,0,SAMPLE
3,14,003/014,MAR12,2012,3,17,22,45,56,13.77,2,3.41,56.23,-2.06,-45.8,N,N,-1,MISSFIRE
3,15,003/015,MAR12,2012,3,17,22,48,56,13.74,2,3.43,56.23,-2.06,-45.7,Y,Y,1,SAMPLE
3,16,003/016,MAR12,2012,3,17,22,51,56,13.71,2,3.44,56.23,-2.06,-45.9,Y,Y,1,SAMPLE
3,17,003/017,MAR12,2012,3,17,22,54,56,13.69,2,3.45,56.23,-2.06,-45.4,Y,Y,4,SAMPLE
3,18,003/018,MAR12,2012,3,17,22,57,56,13.66,2,3.47,56.23,-2.06,-45.3,Y,Y,3,SAMPLE
3,19,003/019,MAR12,2012,3,17,22,60,56,13.63,2,3.48,56.23,-2.06,-45.2,Y,Y,2,SAMPLE
3,20,003/020,MAR12,2012,3,17,23,2,56,13.6,2,3.5,56.23,-2.06,-45.2,Y,Y,0,SAMPLE
3,21,003/021,MAR12,2012,3,17,23,5,56,13.57,2,3.51,56.23,-2.06,-45.4,Y,Y,6,SAMPLE
3,22,003/022,MAR12,2012,3,17,23,8,56,13.55,2,3.53,56.23,-2.06,-45.3,Y,Y,2,SAMPLE
3,23,003/023,MAR12,2012,3,17,23,11,56,13.52,2,3.55,56.23,-2.06,-45.2,Y,Y,1,SAMPLE
3,24,003/024,MAR12,2012,3,17,23,13,56,13.49,2,3.57,56.22,-2.06,-45.2,Y,Y,2,SAMPLE
3,25,003/025,MAR12,2012,3,17,23,17,56,13.45,2,3.6,56.22,-2.06,-45,Y,Y,2,SAMPLE
3,26,003/026,MAR12,2012,3,17,23,19,56,13.42,2,3.62,56.22,-2.06,-45,N,N,-1,EMPTY
3,27,003/027,MAR12,2012,3,17,23,30,56,14.1,2,3.15,56.24,-2.05,-46.3,Y,Y,0,SAMPLE
3,28,003/028,MAR12,2012,3,17,23,33,56,14.07,2,3.17,56.23,-2.05,-46,Y,Y,3,SAMPLE
3,29,003/029,MAR12,2012,3,17,23,36,56,14.05,2,3.19,56.23,-2.05,-45.9,Y,Y,1,SAMPLE
3,30,003/030,MAR12,2012,3,17,23,38,56,14.02,2,3.21,56.23,-2.05,-45.7,Y,Y,2,SAMPLE
3,31,003/031,MAR12,2012,3,17,23,41,56,13.98,2,3.23,56.23,-2.05,-45.3,Y,Y,0,SAMPLE
3,32,003/032,MAR12,2012,3,17,23,44,56,13.95,2,3.25,56.23,-2.05,-45.2,Y,Y,0,SAMPLE
3,33,003/033,MAR12,2012,3,17,23,47,56,13.92,2,3.27,56.23,-2.05,-45.2,Y,Y,0,SAMPLE
3,34,003/034,MAR12,2012,3,17,23,50,56,13.88,2,3.29,56.23,-2.05,-45.4,N,N,-1,EMPTY
3,35,003/035,MAR12,2012,3,17,23,51,56,13.86,2,3.3,56.23,-2.06,-45.4,Y,Y,0,SAMPLE
3,36,003/036,MAR12,2012,3,17,23,54,56,13.83,2,3.32,56.23,-2.06,-45.6,Y,Y,2,SAMPLE
3,37,003/037,MAR12,2012,3,17,23,57,56,13.8,2,3.33,56.23,-2.06,-45.7,N,N,-1,EMPTY
3,38,003/038,MAR12,2012,3,17,23,59,56,13.77,2,3.34,56.23,-2.06,-45.9,Y,Y,6,SAMPLE
3,39,003/039,MAR12,2012,3,18,0,4,56,13.69,2,3.24,56.23,-2.05,-45.3,Y,Y,4,SAMPLE
3,40,003/040,MAR12,2012,3,18,0,6,56,13.66,2,3.25,56.23,-2.05,-45.1,Y,Y,1,SAMPLE
3,41,003/041,MAR12,2012,3,18,0,9,56,13.63,2,3.26,56.23,-2.05,-45,Y,Y,3,SAMPLE
3,42,003/042,MAR12,2012,3,18,0,12,56,13.61,2,3.27,56.23,-2.05,-44.8,N,N,-1,EMPTY
3,43,003/043,MAR12,2012,3,18,0,15,56,13.58,2,3.28,56.23,-2.05,-44.8,Y,Y,1,SAMPLE
3,44,003/044,MAR12,2012,3,18,0,18,56,13.55,2,3.29,56.23,-2.05,-45.1,Y,Y,0,SAMPLE
3,45,003/045,MAR12,2012,3,18,0,20,56,13.52,2,3.3,56.23,-2.05,-45.2,Y,Y,0,SAMPLE
3,46,003/046,MAR12,2012,3,18,0,54,56,13.96,2,3.03,56.23,-2.05,-45.5,Y,Y,3,SAMPLE
3,47,003/047,MAR12,2012,3,18,0,57,56,13.94,2,3.04,56.23,-2.05,-45.6,Y,Y,0,SAMPLE
3,48,003/048,MAR12,2012,3,18,0,60,56,13.91,2,3.06,56.23,-2.05,-45.5,Y,Y,2,SAMPLE
3,49,003/049,MAR12,2012,3,18,1,2,56,13.89,2,3.07,56.23,-2.05,-45.2,Y,Y,1,SAMPLE
3,50,003/050,MAR12,2012,3,18,1,5,56,13.87,2,3.08,56.23,-2.05,-45.4,Y,Y,0,SAMPLE
3,51,003/051,MAR12,2012,3,18,1,7,56,13.84,2,3.09,56.23,-2.05,-45.6,Y,Y,7,SAMPLE
3,52,003/052,MAR12,2012,3,18,1,10,56,13.82,2,3.1,56.23,-2.05,-45.5,Y,Y,3,SAMPLE
3,53,003/053,MAR12,2012,3,18,1,13,56,13.8,2,3.12,56.23,-2.05,-45.4,N,N,-1,EMPTY
