CRUISE,SAMPLER,STUDYAREA,DREDGE,STATION,STNNO,AREA,BANK,YEAR,MONTH,DAY,HOUR,MIN,DURMIN,DURSEC,SLATDEG,SLATMIN,SLONGDEG,SLONGMIN,HLATDEG,HLATMIN,HLONGDEG,HLONGMIN,SLATDEC,SLONGDEC,HLATDEC,HLONGDEC,MLATDEC,MLONGDEC,DEPTH,HOURDEC,DURDEC,ShtLongUTM,ShtLatUTM,HlLongUTM,HlLatUTM,DistTowed,AreaSwpt,LongDif,LatDif,DirEW,DirNS
MAR04,DREDGE,FORTH,C04/107,4,4B,MAINWEE,WEE,2004,3,23,23,35,10,18,56,14.6,2,2.32,56,14.28,2,2.87,56.24,-2.04,56.24,-2.05,56.24,-2.04,40,23.58,0.17,,,,,,,,,,
MAR04,DREDGE,FORTH,C04/108,5,5A,MAINWEE,WEE,2004,3,24,21,55,10,8,56,15.3,2,1.52,56,15.61,2,1.03,56.26,-2.03,56.26,-2.02,56.26,-2.02,40,21.92,0.17,,,,,,,,,,
MAR04,DREDGE,FORTH,C04/109,5,5B,MAINWEE,WEE,2004,3,24,22,13,10,22,56,15.63,2,0.96,56,15.38,2,1.37,56.26,-2.02,56.26,-2.02,56.26,-2.02,40,22.22,0.17,,,,,,,,,,
MAR04,DREDGE,FORTH,C04/110,14,14A,WEE BANKIE,WEE,2004,3,26,1,19,10,24,56,20.18,1,49.73,56,19.77,1,49.72,56.34,-1.83,56.33,-1.83,56.33,-1.83,49,1.32,0.17,,,,,,,,,,
MAR04,DREDGE,FORTH,C04/111,14,14B,WEE BANKIE,WEE,2004,3,26,1,37,9,54,56,19.8,1,49.81,56,20.13,1,49.78,56.33,-1.83,56.34,-1.83,56.33,-1.83,51,1.62,0.16,,,,,,,,,,
MAR04,DREDGE,FORTH,C04/112,8,8A,NTHWEE,WEE,2004,3,26,19,55,10,1,56,24.99,1,59.61,56,24.95,1,58.7,56.42,-1.99,56.42,-1.98,56.42,-1.99,49,19.92,0.17,,,,,,,,,,
MAR04,DREDGE,FORTH,C04/113,8,8B,NTHWEE,WEE,2004,3,26,20,14,10,14,56,24.99,1,58.5,56,24.93,1,59.31,56.42,-1.98,56.42,-1.99,56.42,-1.98,46,20.23,0.17,,,,,,,,,,
MAR04,DREDGE,FORTH,C04/114,15,15B,NTHWEE,WEE,2004,3,27,1,10,10,49,56,22.15,1,51.76,56,22.42,1,51.32,56.37,-1.86,56.37,-1.86,56.37,-1.86,45,1.17,0.18,,,,,,,,,,
MAR04,DREDGE,FORTH,C04/115,15,15A,NTHWEE,WEE,2004,3,27,0,50,10,30,56,22.32,1,51.31,56,22.1,1,51.72,56.37,-1.86,56.37,-1.86,56.37,-1.86,44,0.83,0.18,,,,,,,,,,
MAR04,DREDGE,FORTH,C04/116,7,7A,STANDREWS,STANDREWS,2004,3,27,19,18,10,2,56,24.88,2,26.76,56,24.89,2,25.95,56.41,-2.45,56.41,-2.43,56.41,-2.44,31,19.3,0.17,,,,,,,,,,
MAR04,DREDGE,FORTH,C04/117,7,7B,STANDREWS,STANDREWS,2004,3,27,19,34,10,12,56,24.82,2,25.83,56,24.84,2,26.64,56.41,-2.43,56.41,-2.44,56.41,-2.44,29,19.57,0.17,,,,,,,,,,
SEP04,DREDGE,FORTH,C04/345,10,10A,SOUTHMARR,MARR,2004,9,29,2,37,9,28,56,21.96,1,41.99,56,21.91,1,41.29,56.37,-1.7,56.37,-1.69,56.37,-1.69,40.5,2.62,0.16,,,,,,,,,,
SEP04,DREDGE,FORTH,C04/346,10,10B,SOUTHMARR,MARR,2004,9,29,21,12,10,0,56,21.86,1,41.22,56,22.1,1,41.83,56.36,-1.69,56.37,-1.7,56.37,-1.69,39.3,21.2,0.17,,,,,,,,,,
SEP04,DREDGE,FORTH,C04/347,9,9A,NORTHMARR,MARR,2004,9,29,22,5,10,20,56,27.76,1,43.44,56,27.93,1,44.16,56.46,-1.72,56.47,-1.74,56.46,-1.73,44.8,22.08,0.17,,,,,,,,,,
SEP04,DREDGE,FORTH,C04/348,9,9B,NORTHMARR,MARR,2004,9,29,22,28,11,6,56,27.82,1,44.12,56,27.81,1,43.26,56.46,-1.74,56.46,-1.72,56.46,-1.73,45.1,22.47,0.18,,,,,,,,,,
SEP04,DREDGE,FORTH,C04/349,1,1A,SOUTHBER,BERWICKS,2004,9,30,20,37,10,33,56,3.54,1,19.83,56,4.12,1,19.54,56.06,-1.33,56.07,-1.33,56.06,-1.33,47,20.62,0.18,,,,,,,,,,
SEP04,DREDGE,FORTH,C04/350,1,1B,SOUTHBER,BERWICKS,2004,9,30,20,56,10,9,56,4.2,1,19.43,56,3.05,1,19.69,56.07,-1.32,56.05,-1.33,56.06,-1.33,41.8,20.93,0.17,,,,,,,,,,
SEP04,DREDGE,FORTH,C04/351,2,2A,NORTHBER,BERWICKS,2004,9,30,23,19,11,17,56,7.1,1,23.37,56,7.65,1,23.54,56.12,-1.39,56.13,-1.39,56.12,-1.39,49.9,23.32,0.19,,,,,,,,,,
SEP04,DREDGE,FORTH,C04/352,2,2B,NORTHBER,BERWICKS,2004,9,30,23,38,10,7,56,7.77,1,23.47,56,7.37,1,23.38,56.13,-1.39,56.12,-1.39,56.13,-1.39,48.1,23.63,0.17,,,,,,,,,,
SEP04,DREDGE,FORTH,C04/353,3,3A,MAINWEE,WEE,2004,10,1,20,12,10,31,56,13.9,2,3.59,56,14.02,2,3.28,56.23,-2.06,56.23,-2.05,56.23,-2.06,39.5,20.2,0.18,,,,,,,,,,
SEP04,DREDGE,FORTH,C04/354,3,3B,MAINWEE,WEE,2004,10,1,20,30,10,49,56,14.12,2,3.18,56,13.77,2,3.42,56.24,-2.05,56.23,-2.06,56.23,-2.05,38.5,20.5,0.18,,,,,,,,,,
SEP04,DREDGE,FORTH,C04/355,4,4A,MAINWEE,WEE,2004,10,1,22,58,10,49,56,14.51,2,2.57,56,14.87,2,2.04,56.24,-2.04,56.25,-2.03,56.24,-2.04,39.4,22.97,0.18,,,,,,,,,,
SEP04,DREDGE,FORTH,C04/356,4,4B,MAINWEE,WEE,2004,10,1,23,16,10,38,56,14.9,2,1.96,56,14.6,2,2.19,56.25,-2.03,56.24,-2.04,56.25,-2.03,41,23.27,0.18,,,,,,,,,,
SEP04,DREDGE,FORTH,C04/357,7,7A,STANDREWS,STANDREWS,2004,10,2,19,19,10,28,56,24.96,2,25.6,56,24.98,2,26.29,56.42,-2.43,56.42,-2.44,56.42,-2.43,30,19.32,0.17,,,,,,,,,,
SEP04,DREDGE,FORTH,C04/358,7,7B,STANDREWS,STANDREWS,2004,10,2,19,36,10,16,56,24.93,2,26.28,56,25,2,25.29,56.42,-2.44,56.42,-2.42,56.42,-2.43,29.5,19.6,0.17,,,,,,,,,,
SEP04,DREDGE,FORTH,C04/359,8,8A,NTHWEE,WEE,2004,10,2,23,23,10,36,56,25.46,1,59.14,56,25.07,1,58.21,56.42,-1.99,56.42,-1.97,56.42,-1.98,45.5,23.38,0.18,,,,,,,,,,
SEP04,DREDGE,FORTH,C04/360,8,8B,NTHWEE,WEE,2004,10,2,23,44,10,34,56,25.04,1,58.12,56,25.04,1,58.8,56.42,-1.97,56.42,-1.98,56.42,-1.97,42.9,23.73,0.18,,,,,,,,,,
NOV11,DREDGE,FORTH,A11/357,3,,,,2011,11,27,23,22,10,0,56,13.54,2,3.64,56,13.93,2,3.37,56.23,-2.06,56.23,-2.06,56.23,-2.06,42,23.37,0.17,,,,,,867.25,,,,
NOV11,DREDGE,FORTH,A11/358,3,,,,2011,11,27,23,44,10,0,56,14.01,2,3.23,56,13.6,2,3.44,56.23,-2.05,56.23,-2.06,56.23,-2.06,42,23.73,0.17,,,,,,884.72,,,,
NOV11,DREDGE,FORTH,A11/359,4,,,,2011,11,28,0,24,10,0,56,14.32,2,2.67,56,14.66,2,2.45,56.24,-2.04,56.24,-2.04,56.24,-2.04,46,0.4,0.17,,,,,,749.84,,,,
NOV11,DREDGE,FORTH,A11/360,4,,,,2011,11,28,0,43,10,0,56,14.73,2,2.27,56,14.35,2,2.45,56.25,-2.04,56.24,-2.04,56.24,-2.04,47,0.72,0.17,,,,,,815.5,,,,
NOV11,DREDGE,FORTH,A11/361,5,,,,2011,11,28,1,23,10,0,56,15.03,2,1.41,56,15.4,2,1.21,56.25,-2.02,56.26,-2.02,56.25,-2.02,48,1.38,0.17,,,,,,801.75,,,,
NOV11,DREDGE,FORTH,A11/363,5,,,,2011,11,28,2,12,10,0,56,15.46,2,1.2,56,15.03,2,1.53,56.26,-2.02,56.25,-2.03,56.25,-2.02,47,2.2,0.17,,,,,,970.13,,,,
NOV11,DREDGE,FORTH,A11/364,,,,,2011,11,29,19,47,10,0,56,25.12,2,25.9,56,24.84,2,26.56,56.42,-2.43,56.41,-2.44,56.42,-2.44,35,19.78,0.17,,,,,,958.2,,,,
NOV11,DREDGE,FORTH,A11/365,,,,,2011,11,29,20,6,10,0,56,24.84,2,26.61,56,24.97,2,25.85,56.41,-2.44,56.42,-2.43,56.42,-2.44,35,20.1,0.17,,,,,,913.24,,,,
MAR12,DREDGE,FORTH,A12/066,3,,,,2012,3,16,21,59,12,0,56,13.61,2,3.45,56,14.16,2,3.13,56.23,-2.06,56.24,-2.05,56.23,-2.05,45,21.98,0.2,,,,,,1199.64,,,,
MAR12,DREDGE,FORTH,A12/067,3,,,,2012,3,16,22,22,10,30,56,14.06,2,3.14,56,13.56,2,3.21,56.23,-2.05,56.23,-2.05,56.23,-2.05,46,22.37,0.18,,,,,,1040.82,,,,
MAR12,DREDGE,FORTH,A12/068,4,,,,2012,3,16,23,0,10,36,56,14.2,2,2.4,56,14.71,2,2.25,56.24,-2.04,56.25,-2.04,56.24,-2.04,41,23,0.18,,,,,,1072.47,,,,
MAR12,DREDGE,FORTH,A12/069,4,,,,2012,3,16,23,21,11,0,56,14.77,2,2.28,56,14.22,2,2.34,56.25,-2.04,56.24,-2.04,56.24,-2.04,49,23.35,0.18,,,,,,1143.54,,,,
MAR12,DREDGE,FORTH,A12/070,5,,,,2012,3,16,23,58,10,30,56,15.03,2,1.18,56,15.61,2,0.99,56.25,-2.02,56.26,-2.02,56.26,-2.02,48,23.97,0.18,,,,,,1223.47,,,,
MAR12,DREDGE,FORTH,A12/071,5,,,,2012,3,17,0,18,10,30,56,15.6,2,1.09,56,15.13,2,1.19,56.26,-2.02,56.25,-2.02,56.26,-2.02,49,0.3,0.18,,,,,,982.21,,,,
MAR12,DREDGE,FORTH,A12/072,10,,,,2012,3,17,18,37,11,0,56,21.96,1,40.63,56,21.91,1,41.42,56.37,-1.68,56.37,-1.69,56.37,-1.68,48,18.62,0.18,,,,,,914.04,,,,
MAR12,DREDGE,FORTH,A12/073,10,,,,2012,3,17,18,59,11,0,56,21.82,1,41.34,56,21.84,1,40.24,56.36,-1.69,56.36,-1.67,56.36,-1.68,48,18.98,0.18,,,,,,1265.21,,,,
